job_url,job_title,department,source,extracted_timestamp
https://jobs.lever.co/matchgroup/ba759685-3ef7-4fc8-8b93-b1c177b19abd,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.448835
https://jobs.lever.co/matchgroup/c0de0002-c529-4eb5-92b0-c9226f9d96cf,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.448835
https://jobs.lever.co/matchgroup/e7343fce-80f1-48ee-9256-897cc0019376,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.448835
https://jobs.lever.co/matchgroup/b8fb46ba-0a2f-4284-be5c-e20f1b6b2f51,Apply,"Los Angeles, California",lever_matchgroup,2026-03-20T22:07:31.448835
https://jobs.lever.co/matchgroup/fec246a0-6774-47fa-8016-ac998a45b9c1,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.448835
https://jobs.lever.co/matchgroup/2c04c0a7-6fd4-412a-95f0-a65a3422c1b6,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.448835
https://jobs.lever.co/matchgroup/4dd01740-dc7f-4ae5-8b43-c9232cc078a7,Apply,Rotational Program,lever_matchgroup,2026-03-20T22:07:31.448835
https://jobs.lever.co/matchgroup/84135a99-e009-4764-8e88-f0dba164d097,Apply,Internship,lever_matchgroup,2026-03-20T22:07:31.448835
https://jobs.lever.co/matchgroup/724734f1-b60b-49ae-8905-8663de76ad7a,Apply,Internship,lever_matchgroup,2026-03-20T22:07:31.448835
https://jobs.lever.co/matchgroup/55e5b98a-3281-4da1-995c-dbf6e1381575,Apply,Internship,lever_matchgroup,2026-03-20T22:07:31.448835
https://jobs.lever.co/matchgroup/596091e0-9d8e-4a3a-92a6-5699386b833e,Apply,Internship,lever_matchgroup,2026-03-20T22:07:31.448835
https://jobs.lever.co/matchgroup/178e6f99-ddbb-43e1-9e4c-fe2b524e0861,Apply,Internship,lever_matchgroup,2026-03-20T22:07:31.448835
https://jobs.lever.co/matchgroup/ce55175b-fdd1-40ca-9407-7cc5e1533982,Apply,Internship,lever_matchgroup,2026-03-20T22:07:31.448835
https://jobs.lever.co/matchgroup/66cc088d-e7e7-464d-8155-a804e0c04f0e,Apply,Internship,lever_matchgroup,2026-03-20T22:07:31.458393
